name,group,pass,headpass,airduel,foul,dribbling,corner,cross,kick,defense,acceleration,id,goal
Andreas Beck,Defender,21,14,23,36,12,0,29,3,36,7,15798,1
Fabian Johnson,Midfielder,3,2,4,2,3,0,2,2,5,2,15804,1
Jannik Vestergaard,Defender,48,48,39,28,4,0,0,9,38,1,15806,0
Roberto Firmino Barbosa de Oliveira,Forward,29,25,44,60,43,0,22,38,46,25,15808,15
Dominik Kaiser,Midfielder,3,2,2,4,1,3,3,2,4,1,15810,0
Sebastian Rudy,Midfielder,28,19,6,23,7,12,4,8,31,1,15811,1
Sejad Salihovi\u0107,Midfielder,5,5,3,9,5,9,3,4,5,1,15812,0
Tobias Strobl,Midfielder,2,2,2,1,1,0,0,0,2,0,15813,0
Sven Schipplock,Forward,1,6,8,10,4,0,0,2,6,1,15821,0
Federico Ricca Rostagnol,Defender,10,17,11,15,3,0,11,2,28,1,278007,0
Andr\u00e9 Hahn,Forward,5,22,39,40,15,0,14,15,25,9,15877,3
Erick Cathriel Cabaco Almada,Defender,7,15,9,14,1,0,0,0,14,0,278049,0
Luiz Felipe Ramos Marchi,Defender,17,17,9,20,3,0,1,1,23,10,376362,0
Jens Grahl,Goalkeeper,0,0,0,0,0,0,0,0,0,0,15924,0
Diego Demme,Midfielder,53,22,15,46,16,0,9,4,51,7,15937,0
Lukas Rupp,Midfielder,12,9,7,34,17,1,6,7,29,11,15942,3
Ermin Bi\u010dak\u010di\u0107,Defender,7,9,6,11,1,0,0,0,13,4,15952,0
Tin Jedvaj,Defender,10,9,9,9,2,0,4,2,12,6,212604,0
William de Asevedo Furtado,Defender,20,21,12,29,19,0,17,3,51,14,343685,0
Philipp Tschauner,Goalkeeper,9,0,2,0,0,0,0,0,15,0,16010,0
Max Kruse,Forward,31,23,14,16,28,34,17,23,18,30,16025,6
Merveille Valthy Streeker Ndockyt,Midfielder,1,0,1,3,1,0,0,0,2,0,376474,0
Fin Bartels,Midfielder,9,10,6,11,21,0,7,10,11,10,16027,2
Gonzalo Escalante,Midfielder,15,33,19,23,9,0,4,11,33,5,212644,1
Simon Terodde,Forward,9,29,53,47,34,0,1,18,18,2,16094,5
Rona\u00ebl Pierre-Gabriel,Defender,13,7,4,14,10,0,4,3,26,10,396616,0
Kevin Kampl,Midfielder,31,15,7,26,15,26,12,13,34,25,16110,1
Robert Almer,Goalkeeper,1,0,0,0,0,0,0,0,2,0,16126,0
Munir El Haddadi Mohamed,Forward,14,17,26,32,51,18,17,25,19,15,278278,10
Aritz Elustondo Irribaria,Defender,24,29,17,22,5,0,3,4,30,6,278288,3
\u00c1lvaro Odriozola Arzallus,Defender,34,20,7,20,31,0,64,4,53,71,278289,0
Robbie Kruse,Forward,1,0,1,2,2,0,2,0,3,3,16151,0
Patric Klandt,Goalkeeper,0,0,0,0,0,0,0,0,0,0,16154,0
Jorge Ruiz Ojeda,Goalkeeper,0,0,0,0,0,0,0,0,0,0,278316,0
David Soria Sol\u00eds,Goalkeeper,3,0,2,0,0,0,0,0,4,0,278320,0
Steven Fort\u00e8s,Defender,2,2,1,3,0,0,0,0,5,0,270306,0
Gabriele Marchegiani,Goalkeeper,0,0,0,0,0,0,0,0,0,0,343915,0
\u00c1lvaro Jos\u00e9 Jim\u00e9nez Guerrero,Midfielder,3,5,5,13,11,0,8,4,14,10,278383,0
Daniele Verde,Forward,14,5,1,0,15,15,30,14,11,30,343925,2
Jan Zimmermann,Goalkeeper,0,0,0,0,0,0,0,0,0,0,16287,0
Danny Latza,Midfielder,29,42,28,57,22,8,4,17,55,12,16303,2
Christian Guillermo Mart\u00edn Ramos Garagay,Defender,3,2,2,0,0,0,0,0,5,2,114617,0
Christopher Paolo C\u00e9sar Hurtado Huertas,Midfielder,0,0,0,1,0,1,0,0,2,0,114624,0
Sergei Ignashevich,Defender,8,13,10,5,0,0,1,3,9,0,101583,0
Kasper Dolberg,Forward,0,0,1,1,0,0,0,0,0,1,281254,0
Unai N\u00fa\u00f1ez Gestoso,Defender,35,47,30,43,7,0,1,5,54,14,344068,1
I\u00f1igo C\u00f3rdoba Kerejeta,Midfielder,12,7,11,22,28,0,28,8,36,31,344075,1
Luis Jan Piers Adv\u00edncula Castrill\u00f3n,Defender,3,2,1,2,3,0,2,1,5,3,114709,0
Ramazan \u00d6zcan,Goalkeeper,0,0,0,0,0,0,0,0,1,0,16411,0
Far\u00e8s Bahlouli,Midfielder,3,1,1,12,11,10,4,2,7,5,245807,1
Caiuby Francisco da Silva,Midfielder,21,32,70,66,41,0,22,29,41,20,16432,5
Borja Mayoral Moya,Forward,3,1,2,3,4,0,0,6,3,2,344120,3
Gabriel Salazar Rojo,Forward,0,0,0,0,0,0,0,0,0,0,344122,0
Theo Bernard Fran\u00e7ois Hern\u00e1ndez,Defender,15,6,3,12,12,0,12,1,21,23,344132,0
Amath Diedhiou Ndiaye,Forward,13,14,16,72,44,0,13,18,64,44,344140,3
Panagiotis Retsos,Defender,27,23,17,40,12,0,7,4,36,4,344178,1
Christian Alberto Cueva Bravo,Midfielder,3,2,0,0,4,1,1,0,3,5,114813,0
Jos\u00e9 Manuel Rodr\u00edguez Benito,Defender,17,20,15,23,2,0,0,3,19,0,213124,1
Hirving Rodrigo Lozano Bahena,Forward,2,0,1,8,7,0,2,5,5,7,295156,0
Danny Blum,Midfielder,0,0,0,3,1,0,0,1,1,0,16609,1
Samuel Bastien,Midfielder,12,8,10,16,10,0,3,6,21,13,278813,1
Edoardo Goldaniga,Defender,8,16,9,14,2,0,1,3,17,2,246059,1
Federico Bernardeschi,Midfielder,10,2,2,16,18,2,9,12,15,11,246061,4
Stefano Sensi,Midfielder,13,5,3,16,9,12,4,9,22,11,246063,2
J\u00fanior Osmar Ignacio  Alonso Mujica,Defender,46,42,33,36,6,0,3,5,55,0,213308,2
Rolando Mandragora,Midfielder,31,56,32,55,14,10,6,15,68,11,302799,2
Saidy Janko,Defender,14,10,8,23,16,0,20,2,32,17,278867,0
Jason Denayer,Defender,1,0,1,1,0,0,0,0,3,0,278872,0
Ladislav Krej\u010d\u00ed,Forward,5,4,3,5,4,4,8,2,8,5,82266,0
Marco Benassi,Midfielder,31,36,20,37,17,0,24,31,44,19,22380,5
Giorgian Daniel De Arrascaeta Benedetti,Midfielder,1,0,0,1,1,2,1,0,1,0,213364,0
Joris Kayembe Ditu ,Midfielder,1,0,0,1,2,0,1,0,2,1,278913,0
Adri\u00e1n Ricardo Centuri\u00f3n,Midfielder,1,0,0,0,1,0,0,0,1,1,213387,0
Andrea Petagna,Forward,12,10,13,17,40,0,8,17,12,8,246175,4
Theodor Gebre Selassie,Defender,25,48,47,47,18,0,10,7,61,14,82340,3
Moise Bioty Kean,Forward,5,3,10,14,21,0,4,15,7,16,410031,4
Rani Khedira,Midfielder,19,38,27,49,8,0,4,5,44,3,16826,1
Roberto Su\u00e1rez Pier,Defender,16,29,11,20,4,0,1,3,31,1,410055,0
Dominique Heintz,Defender,36,42,22,25,9,0,7,4,61,5,16843,1
Jules Kound\u00e9,Defender,21,27,15,11,3,0,1,5,23,12,410062,2
Julian Korb,Defender,20,38,11,47,7,0,27,5,53,12,16884,1
Tom\u00e1\u0161  Vacl\u00edk,Goalkeeper,0,0,0,0,0,0,0,0,0,0,82468,0
Pavel Kade\u0159\u00e1bek,Defender,21,29,24,47,10,0,35,11,52,33,82487,2
Vladim\u00edr Darida,Midfielder,29,23,11,33,16,1,11,14,31,14,82518,0
Nanitamo Jonathan Ikon\u00e9,Forward,9,3,5,13,22,8,5,7,10,30,344744,1
Yann Sommer,Goalkeeper,20,0,3,0,0,0,0,0,18,0,49855,0
David \u00c1ngel Abraham,Defender,31,47,33,12,4,0,2,3,34,8,49856,0
Arlind Ajeti,Defender,10,15,12,21,2,0,0,3,33,2,49857,0
Joo-Ho Park,Defender,0,0,0,1,0,0,1,0,0,0,49862,0
Fabian Frei,Midfielder,11,9,4,13,3,0,1,4,14,0,49869,0
Xherdan Shaqiri,Midfielder,36,16,7,41,53,58,40,39,39,67,49872,0
Valentin Stocker,Midfielder,0,1,1,4,1,0,0,1,1,1,49873,0
Granit Xhaka,Midfielder,100,65,26,66,19,44,5,33,73,5,49876,1
Yvon Landry  Mvogo,Goalkeeper,1,0,0,0,0,0,0,0,0,0,49883,0
J\u00e9r\u00f4me Gondorf,Midfielder,6,8,7,23,13,0,5,6,18,6,17136,1
Ra\u00fal Marcelo Bobadilla,Forward,3,5,5,16,10,0,3,6,6,1,49907,0
Jacques Fran\u00e7ois Moubandje,Defender,15,22,14,24,9,0,14,1,36,7,49919,0
Vincent R\u00fcfli,Defender,0,0,0,3,0,0,0,0,1,0,49921,0
Tom\u00e1\u0161 Koubek,Goalkeeper,7,1,4,1,0,0,0,0,12,0,82690,0
Caglar S\u00f6y\u00fcnc\u00fc,Defender,27,30,19,27,8,0,1,4,42,5,344864,1
Roman B\u00fcrki,Goalkeeper,16,0,2,2,0,0,0,0,12,0,49968,0
Michael Lang,Defender,2,1,1,3,0,0,3,0,3,0,49977,0
Daniel Pavlovic,Defender,7,14,3,8,1,6,10,2,13,2,49979,0
Amir Abrashi,Midfielder,11,13,9,25,9,0,3,3,23,4,49982,0
Remo Freuler,Midfielder,56,27,14,40,27,8,11,19,63,19,49991,5
Berat  Djimsiti,Defender,41,26,24,24,4,0,0,4,39,4,50007,0
Seydou Sy,Goalkeeper,1,0,0,0,0,0,0,0,1,0,344927,0
Josip Drmic,Forward,3,3,10,3,5,0,2,9,4,3,50023,4
Mattia Zaccagni,Midfielder,1,1,1,4,2,0,1,1,3,1,246633,0
Kerem Demirbay,Midfielder,17,7,5,28,14,24,6,9,35,14,221333,2
Silvan Widmer,Defender,18,22,13,13,10,0,26,5,37,13,50069,3
Marijan \u0106avar,Midfielder,0,0,0,0,0,0,0,0,1,1,476054,0
Artur Ioni\u0163\u0103,Midfielder,21,31,36,58,20,0,14,10,51,17,50073,0
Lyanco Evangelista Silveira Neves Vojnovi\u0107 ,Defender,4,2,2,3,3,0,0,0,6,2,377757,0
Fabian Lukas Sch\u00e4r,Defender,34,37,26,46,7,0,1,10,55,10,50102,0
Rodrigo Javier de Paul,Midfielder,24,5,5,32,47,36,32,21,31,51,213948,4
M\u00e1rio Figueira Fernandes,Defender,4,5,6,5,3,0,3,0,10,4,41123,0
Edinaldo Gomes Pereira,Defender,10,16,8,5,0,0,0,0,10,0,41124,0
Alan Dzagoev,Midfielder,0,1,0,0,0,2,0,0,0,0,101590,0
Mario Hermoso Canseco,Defender,22,36,20,21,2,1,0,4,20,1,279533,1
Marcos Llorente Moreno,Midfielder,11,3,5,7,4,0,0,3,12,4,279538,0
Enzo Alan Zidane Fern\u00e1ndez,Midfielder,1,1,1,0,1,0,0,0,1,0,279541,0
Lucas  Hern\u00e1ndez Pi,Defender,29,22,22,45,17,0,11,3,68,25,279545,0
Andoni Gorosabel Espinosa,Defender,1,1,1,1,1,0,1,0,4,1,279560,0
Jon Guridi Aldalur,Midfielder,1,0,0,0,1,0,0,0,1,0,279566,0
Jon Bautista Orgilles,Forward,1,1,4,5,2,0,0,2,1,0,279571,1
Alejandro Granell Nogu\u00e9,Midfielder,39,34,13,75,22,45,23,18,72,13,214062,1
Burim Kukeli,Midfielder,3,3,1,3,1,0,0,0,3,0,50264,0
Ermir Lenjani,Defender,1,2,3,3,3,2,2,1,2,4,50318,0
Ellyes Skhiri,Midfielder,45,34,17,43,20,0,4,16,63,10,246946,4
Vincent Koziello,Midfielder,30,14,6,26,10,0,2,3,36,1,279734,1
Alisson Rams\u00e9s Becker,Goalkeeper,17,2,2,0,1,0,0,0,15,0,214220,0
Gianluca Lapadula,Forward,4,17,44,36,16,0,3,20,12,5,115933,6
Jean-K\u00e9vin Augustin,Forward,6,7,15,24,29,0,7,15,12,9,279780,9
Armando Sadiku,Forward,2,7,13,12,5,0,2,3,5,0,50461,0
I\u00f1aki Williams Arthuer,Forward,16,20,19,30,49,0,29,31,32,31,247141,7
Brandon Thomas Llamas,Forward,2,3,2,10,6,0,4,2,9,5,247162,1
Diego Gonz\u00e1lez Polanco,Defender,11,23,15,28,2,0,3,6,34,0,247169,1
Andr\u00e9s Tom\u00e1s Prieto Albert,Goalkeeper,0,0,0,0,0,0,0,0,1,0,247173,0
Pau L\u00f3pez Sabata,Goalkeeper,4,0,2,0,0,0,0,0,13,0,247206,0
Joan Jord\u00e1n Moreno,Midfielder,29,29,16,39,21,34,11,16,44,15,247207,6
Rafael Jes\u00fas Navarro Mazuelos,Defender,2,1,1,2,1,0,1,0,4,0,247212,0
V\u00edctor Camarasa Ferrando,Midfielder,17,7,5,17,15,2,2,9,20,20,247219,1
David Remeseiro Salgueiro,Midfielder,12,7,11,28,28,6,21,14,27,16,247220,1
\u00c1lvaro Medr\u00e1n Just,Midfielder,13,6,5,22,14,2,1,7,22,1,247222,2
Guillermo Varela Olivera,Defender,3,2,1,0,1,0,1,0,2,1,116166,0
Sebasti\u00e1n Carlos Crist\u00f3foro Pepe,Midfielder,5,6,2,8,3,0,1,1,10,1,116170,0
Jo\u00e3o Pedro Geraldino dos Santos Galv\u00e3o,Midfielder,11,19,20,29,22,4,6,17,14,10,116171,5
Maximiliano Mart\u00edn Olivera De Andrea,Defender,6,4,2,10,1,2,5,1,9,2,116225,0
Shay Given,Goalkeeper,0,0,0,0,0,0,0,0,0,0,149022,0
Gast\u00f3n Alexis Silva Perdomo,Defender,0,0,0,0,0,0,0,0,0,0,116259,0
Maxime Lopez,Midfielder,37,10,3,33,8,12,11,4,34,10,280115,0
J\u00e9r\u00e9mie Porsan-Clemente,Forward,1,0,1,1,1,0,2,0,2,0,280116,0
Mouez Hassen,Goalkeeper,0,0,0,0,0,0,0,0,0,0,149050,0
Diego Alejandro Rol\u00e1n Silva,Forward,15,5,15,25,46,0,14,14,30,22,116283,5
R\u00e9mi Walter,Midfielder,16,18,13,23,11,1,2,5,28,9,149053,0
Wesley Sa\u00efd,Forward,12,7,7,37,20,0,9,21,28,12,149054,9
Marc-Aur\u00e8le Caillard,Goalkeeper,0,0,0,0,0,0,0,0,0,0,149057,0
Tristan Dingom\u00e9,Midfielder,16,5,5,15,6,1,7,2,17,2,149062,0
Yoan Cardinale,Goalkeeper,4,0,1,0,0,0,0,0,6,0,214609,0
Nabil Dirar,Midfielder,2,2,2,4,1,0,2,0,6,6,149074,0
Karl-Johan Johnsson,Goalkeeper,9,0,4,0,0,0,0,0,16,0,50771,0
Valentin Eysseric,Midfielder,11,4,5,16,12,14,8,6,15,6,149076,1
Jordan Amavi,Defender,28,22,13,32,23,0,22,9,41,26,214628,0
Almamy Tour\u00e9,Defender,11,16,12,24,6,0,17,3,30,14,149101,1
Robin Olsen,Goalkeeper,1,0,1,0,0,0,0,0,2,0,50798,0
Miiko Mart\u00edn Albornoz Inola,Defender,8,10,6,10,5,0,10,2,15,5,50800,0
Filip Helander,Defender,30,34,26,30,5,0,1,1,54,2,50805,0
Anton Ciprian T\u0103t\u0103ru\u0219anu,Goalkeeper,8,0,5,1,0,0,0,0,17,0,83574,0
Vlad Iulian Chiriche\u0219,Defender,18,12,10,3,3,0,0,1,15,2,83575,0
Jimmy Durmaz,Midfielder,12,10,4,24,12,12,12,4,16,11,50812,3
Mat\u00edas Vecino Falero,Midfielder,48,27,22,54,21,0,8,18,48,26,116349,3
Pedro Miguel Almeida Lopes Pereira,Defender,4,4,1,8,2,0,6,1,7,1,345740,0
Kristoffer Nordfeldt,Goalkeeper,0,0,0,0,0,0,0,0,0,0,149151,0
Etrit Berisha,Goalkeeper,7,0,2,0,0,0,0,0,12,1,50849,0
Salvador Ichazo Fern\u00e1ndez,Goalkeeper,0,0,0,0,0,0,0,0,0,0,116394,0
Bakaye Dibassy,Defender,26,22,23,35,18,0,13,4,63,10,214710,1
Celso Borges Mora,Midfielder,30,44,46,37,14,0,9,14,42,2,51004,0
Enis Bardhi,Midfielder,16,10,5,38,20,20,6,16,33,10,280383,9
Robin Quaison,Midfielder,6,8,22,33,23,0,3,17,15,6,51013,4
Hans Hateboer,Defender,29,26,18,25,18,0,22,11,34,27,280419,0
Pavel Mamaev,Midfielder,3,1,2,2,0,0,1,1,2,2,101596,0
Nicolas P\u00e9p\u00e9,Forward,25,10,17,28,60,6,16,28,30,35,247671,13
Emil Krafth,Defender,12,13,8,5,6,0,6,1,24,7,51064,0
Alexandru Iulian Maxim,Midfielder,10,3,6,22,14,24,2,12,17,17,83836,2
Jeremy Toljan,Defender,19,10,8,10,9,0,13,4,25,26,149389,1
Mart\u00edn Nicol\u00e1s Campa\u00f1a Delgado,Goalkeeper,0,0,0,0,0,0,0,0,0,0,116623,0
Ant\u00f3nio Alberto Bastos Pimparel,Goalkeeper,0,0,0,0,0,0,0,0,0,0,83876,0
Emil Forsberg,Midfielder,18,9,7,22,32,32,7,22,22,16,51132,2
Viktor Claesson,Midfielder,3,5,4,5,4,0,1,3,8,1,51144,0
Oscar Hiljemark,Midfielder,15,12,8,8,7,22,15,5,19,9,51145,0
Marcus Christer Rohd\u00e9n,Midfielder,12,15,12,21,12,0,5,9,37,15,51151,2
Trent Alexander-Arnold,Defender,27,18,7,13,10,8,35,5,34,13,346101,1
C\u00e9dric Yamber\u00e9,Defender,33,34,25,28,7,0,1,4,43,12,215036,3
Silviu Lung,Goalkeeper,0,0,0,0,0,0,0,0,0,0,83966,0
Hans Carl Ludwig Augustinsson,Defender,30,32,23,32,13,9,44,11,46,22,51217,1
Isaac Kiese Thelin,Forward,0,1,2,3,0,0,0,0,0,1,51262,0
Fabi\u00e1n Ruiz Pe\u00f1a,Midfielder,55,27,11,27,27,0,7,17,52,27,346195,3
Nuno Miguel da Costa J\u00f3ia,Forward,8,8,23,36,31,0,9,12,31,10,215130,5
Benno Schmitz,Defender,1,1,1,0,0,0,1,0,2,0,18544,0
Marcel Halstenberg,Defender,14,17,16,11,7,5,8,10,17,4,18579,2
Florian H\u00fcbner,Defender,4,4,5,7,1,0,0,0,8,0,18581,0
Jonas Hofmann,Midfielder,9,7,4,9,12,6,9,8,17,19,18591,0
Jaume Dom\u00e9nech S\u00e1nchez,Goalkeeper,1,0,1,0,0,0,0,0,2,0,215265,0
Jonas Hector,Defender,34,30,28,26,19,12,23,7,44,4,18669,2
Lukas K\u00fcbler,Defender,9,24,9,10,5,0,5,2,21,4,18670,0
Adama Mbengue,Defender,14,12,8,36,20,0,31,7,52,14,215281,0
Yehvann Diouf,Goalkeeper,0,0,0,0,0,0,0,0,0,0,444676,0
Gabriel Arturo Torres Tejada,Forward,0,0,2,1,0,0,0,0,1,0,116997,0
Christian Mathenia,Goalkeeper,5,0,1,0,0,0,0,0,8,0,18704,0
Erik Durm,Defender,0,0,0,0,0,0,0,0,0,0,18706,0
Shawn Parker,Forward,0,0,0,1,1,0,0,0,0,0,18728,0
C\u00e9sar Alejandro Falletti dos Santos,Midfielder,4,3,1,7,6,2,4,4,5,6,149846,1
Felipe Nicol\u00e1s Avenatti Dovillabichus,Forward,2,7,15,8,6,0,2,1,4,0,149848,0
Alexander Schwolow,Goalkeeper,12,1,2,0,0,0,0,0,12,0,19525,0
Simone Lo Faso,Forward,1,0,0,3,2,0,0,1,2,1,368340,0
Branimir Hrgota,Forward,1,1,3,7,2,0,1,1,4,0,51689,0
Niklas  Lomb,Goalkeeper,0,0,0,0,0,0,0,0,0,0,18938,0
John Anthony Brooks,Defender,8,12,6,10,2,0,0,1,11,0,18974,0
Nico Schulz,Midfielder,20,10,9,22,20,0,36,7,29,46,18982,1
Nicolas Louis Marcel Cozza,Defender,6,7,4,8,6,0,8,3,13,7,477744,1
Alexander Meyer,Goalkeeper,0,0,0,0,0,0,0,0,0,0,19004,0
Emre Mor,Forward,7,4,2,11,21,7,18,6,11,28,281255,1
Alessandro Murgia,Midfielder,10,4,4,14,7,1,2,5,17,8,346908,0
Gianluca Mancini,Defender,8,8,7,20,2,0,1,2,24,0,346913,1
Mamadou Jean-Luc Diarra Domp\u00e9 ,Midfielder,0,0,0,0,1,2,1,0,0,0,248632,0
Mattia Bani,Defender,15,16,16,20,1,0,2,1,27,0,215869,0
Marco Tumminello,Forward,2,3,5,8,2,0,2,4,5,0,347026,3
Maximilian Philipp,Forward,7,5,11,17,15,0,5,18,14,11,19392,9
Christian G\u00fcnter,Defender,29,17,10,25,25,24,48,11,50,43,216074,1
Abdul Rahman Baba,Defender,0,0,0,0,0,0,0,0,1,2,216077,0
Ihsan Sacko,Forward,7,6,9,12,11,0,3,5,14,8,412701,0
Christopher Nkunku,Midfielder,9,2,2,11,11,4,2,9,10,12,347200,4
Wilfride Kanga Aka,Forward,1,0,2,3,3,0,1,1,2,1,347205,0
Samir Caetano de Souza Santos,Defender,30,34,21,38,12,0,7,3,63,12,248950,2
Alin Dorinel To\u0219ca,Defender,23,17,11,9,4,0,4,2,23,11,85113,0
Roman Shirokov,Midfielder,1,0,1,1,0,0,0,0,2,0,101568,0
Alexei Berezutski,Defender,1,1,1,0,0,0,0,0,1,0,101580,0
Erik Mor\u00e1n Arribas,Midfielder,3,3,0,3,0,0,0,0,4,0,167118,0
Daniel Raba Antol\u00ed,Midfielder,12,5,6,24,24,11,9,8,25,11,412897,2
Jacob Bruun Larsen,Forward,1,1,0,8,1,0,0,0,3,0,347366,0
Georgi Shchennikov,Defender,2,1,1,2,0,0,2,0,5,0,101585,0
Manuel Gulde,Defender,19,22,17,5,1,0,2,4,20,3,19720,1
Bart\u0142omiej Dr\u0105gowski,Goalkeeper,0,0,0,0,0,0,0,0,2,0,265431,0
Iker Casillas Fern\u00e1ndez,Goalkeeper,0,0,0,0,0,0,0,0,0,0,3297,0
Ra\u00fal Albiol Tortajada,Defender,64,51,34,28,3,0,1,7,32,2,3300,3
Jawad El Yamiq,Defender,4,7,4,1,1,0,0,0,6,0,413041,0
Kl\u00e9per Laveran Lima Ferreira,Defender,11,18,15,7,3,0,2,2,11,0,3305,0
Guilherme Alvim Marinato,Goalkeeper,0,0,0,0,0,0,0,0,0,0,101611,0
\u00c1ngel Fabi\u00e1n di Mar\u00eda Hern\u00e1ndez,Midfielder,30,6,1,9,32,52,48,46,17,33,3314,11
Adam Jakubech,Goalkeeper,0,0,0,0,0,0,0,0,0,0,282033,0
Leon  Goretzka,Midfielder,21,27,17,37,19,0,9,19,39,37,134387,0
Manuel Marouan da Costa Trinidade,Defender,2,2,1,2,0,0,0,1,2,1,101620,0
Robert Beri\u010d,Forward,4,3,12,28,10,0,2,9,11,1,85438,7
Roman Shishkin,Defender,0,0,0,0,0,0,0,0,0,0,101621,0
Svante Ingelsson,Midfielder,2,3,2,5,3,0,3,2,6,2,347593,1
Kevin Akpoguma,Defender,26,15,13,23,6,0,3,2,39,4,134392,0
Jaime Sierra Mateos,Midfielder,0,1,0,1,0,0,0,0,1,0,396539,0
Serge  Gnabry,Midfielder,12,7,8,18,25,4,11,20,20,24,134397,10
Davie Selke,Forward,8,28,50,55,22,0,6,19,21,20,134399,10
Gerard Piqu\u00e9 Bernab\u00e9u,Defender,62,48,36,28,9,0,1,13,45,12,3341,2
L\u00e1szl\u00f3 B\u00e9nes,Midfielder,1,1,0,2,0,0,1,0,1,1,282194,0
Fedor Kudryashov,Defender,2,7,2,8,0,0,1,0,5,1,101647,0
Nicol\u00e1s Mart\u00edn Pareja,Defender,5,5,4,11,1,0,0,1,12,1,101649,0
Andrea Conti,Defender,2,2,1,2,1,0,1,0,3,0,134419,0
Marek Such\u00fd,Defender,0,0,0,0,0,0,0,0,0,0,101654,0
Javier Alejandro Mascherano,Defender,20,12,5,25,2,0,0,0,18,3,3355,0
Dmitri Kombarov,Defender,1,0,0,0,0,2,2,0,1,0,101663,0
Vladimir Granat,Defender,0,0,0,0,0,0,0,0,1,0,101682,0
Aar\u00f3n Mart\u00edn Caricol,Defender,24,27,14,33,17,8,44,2,55,23,282438,0
Jes\u00fas Vallejo L\u00e1zaro,Defender,9,5,4,2,1,0,0,0,12,1,282441,0
Ramiro Guerra Pereyra,Midfielder,1,1,0,1,1,0,0,0,1,0,282445,0
Aleix Garc\u00eda Serrano,Midfielder,13,7,3,5,5,17,3,4,12,5,282448,1
Yves Bissouma,Midfielder,26,12,9,35,20,0,4,18,38,19,413582,2
Rominigue Kouam\u00e9 N'Guessan,Defender,3,2,1,3,2,0,1,0,3,5,413597,0
Ignazio Abate,Defender,17,6,2,13,3,0,12,2,23,8,20390,1
Daniele Bonera,Defender,14,14,7,13,1,0,0,0,16,0,20393,0
Thiago Emiliano da Silva,Defender,52,22,22,27,2,0,1,5,28,7,20394,1
Mattia De Sciglio,Defender,21,14,6,11,6,0,11,3,21,8,20395,1
Alberto Aquilani,Midfielder,26,11,5,21,6,0,2,5,23,1,20401,0
Kevin-Prince Boateng,Midfielder,26,22,37,73,41,1,8,17,35,7,20402,6
Simone Calvano,Midfielder,6,8,6,20,5,0,2,1,11,1,20403,0
Bryan Cristante,Midfielder,40,21,44,61,41,0,10,30,54,14,20404,9
Mathieu Flamini,Midfielder,4,3,4,17,2,0,1,0,9,1,20406,0
Sulley Ali Muntari,Midfielder,4,6,5,12,2,0,2,2,7,0,20410,0
Mattia Valoti,Midfielder,13,22,22,45,15,0,6,8,39,4,20414,3
Stephan El Shaarawy,Forward,25,10,9,13,29,7,15,33,21,28,20418,7
Maximiliano Gast\u00f3n L\u00f3pez,Forward,8,17,26,52,25,0,3,12,14,5,20422,0
Bogdan Ionu\u021b Lobon\u021b,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20426,0
Nicol\u00e1s Andr\u00e9s Burdisso,Defender,25,46,18,16,1,0,0,4,17,1,20429,0
Simon Thorup Kj\u00e6r,Defender,24,41,23,22,1,0,1,4,31,0,20433,2
Aleandro Rosi,Defender,13,24,24,48,13,0,20,5,35,21,20434,0
Jos\u00e9 \u00c1ngel Vald\u00e9s D\u00edaz,Defender,26,36,15,18,17,20,53,7,40,15,20436,0
Daniele De Rossi,Midfielder,36,23,13,33,4,0,1,4,24,3,20438,1
Miralem Pjani\u0107,Midfielder,54,20,7,43,14,43,8,22,43,11,20443,5
Renato Steffen,Midfielder,5,7,5,20,5,0,6,2,13,7,217052,0
Valerio Verre,Midfielder,8,3,3,15,3,0,2,2,9,5,20446,0
Federico Viviani,Midfielder,40,19,6,26,16,52,9,21,46,7,20448,3
Fabio Borini,Forward,18,14,8,18,18,4,20,16,27,18,20449,2
Bojan Krk\u00edc P\u00e9rez,Forward,4,2,2,1,10,0,3,3,3,6,20450,0
Gianluigi Buffon,Goalkeeper,9,0,2,1,0,0,0,0,11,0,20455,0
Marco Storari,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20457,0
Andrea Barzagli,Defender,38,22,15,14,2,0,1,0,28,1,20458,0
Leonardo Bonucci,Defender,58,45,25,30,5,0,6,11,36,4,20459,2
Jos\u00e9 Mart\u00edn C\u00e1ceres Silva,Defender,21,24,13,11,7,0,16,11,30,8,20460,1
Giorgio Chiellini,Defender,50,45,22,38,6,0,3,5,37,23,20461,0
Stephan Lichtsteiner,Defender,33,28,14,30,17,0,30,3,39,22,20465,0
Emanuele Giaccherini,Midfielder,15,7,6,12,16,7,9,6,15,15,20468,3
Claudio Marchisio,Midfielder,18,7,1,9,5,1,1,5,12,3,20470,0
Simone Padoin,Midfielder,26,26,7,23,19,2,38,7,36,16,20472,1
Nicolas Basin,Defender,3,4,2,2,1,0,2,1,8,1,396628,1
Arturo Erasmo Vidal Pardo,Midfielder,30,22,21,45,6,1,3,19,38,4,20475,6
Marco Borriello,Forward,3,5,10,13,10,0,2,5,5,3,20476,0
Alessandro Matri,Forward,5,2,8,3,15,0,2,11,3,1,20478,3
Fabio Quagliarella,Forward,14,17,17,25,36,0,21,43,19,10,20479,19
